Fell/found?,Meteor mass classes,Place,Type of meteorite,Year,Coordinate 1,Coordinates 2,"Sum of Mass, g"
Found,0-9kg,A-882103,LL6,1988,-72,26,126.01
Found,0-9kg,A-882102,L3,1988,-72,26,992.45
Found,0-9kg,A-882101,L6,1988,-72,26,35.62
Found,0-9kg,A-882100,Stone-uncl,1988,-72,26,79
Found,0-9kg,A-882099,LL4,1988,-72,26,22.19
Found,0-9kg,A-882098,LL4,1988,-72,26,180.9
Found,0-9kg,A-882097,L4,1988,-72,26,280.77
Found,0-9kg,A-882096,L5,1988,-72,26,56.75
Found,0-9kg,A-882095,H4,1988,-72,26,133.64
Found,0-9kg,A-882094,CO3,1988,-72,26,112.89
Found,0-9kg,A-882093,H4,1988,-72,26,1606.34
Found,0-9kg,A-882092,LL4,1988,-72,26,73.81
Found,0-9kg,A-882091,H5,1988,-72,26,189.63
Found,0-9kg,A-882090,L6,1988,-72,26,12.56
Found,0-9kg,A-882089,H4,1988,-72,26,19.42
Found,0-9kg,A-882088,L,1988,-72,26,11.37
Found,0-9kg,A-882087,L6,1988,-72,26,213.2
Found,0-9kg,A-882086,H3,1988,-72,26,107.78
Found,0-9kg,A-882085,L6,1988,-72,26,101.24
Found,0-9kg,A-882084,LL4,1988,-72,26,151.56
Found,0-9kg,A-882083,H6,1988,-72,26,569.07
Found,0-9kg,A-882082,H5,1988,-72,26,48.97
Found,0-9kg,A-882081,H4,1988,-72,26,89.06
Found,0-9kg,A-882080,Stone-uncl,1988,-72,26,1.38
Found,0-9kg,A-882079,H5,1988,-72,26,28.97
Found,0-9kg,A-882078,H5,1988,-72,26,14.03
Found,0-9kg,A-882077,Stone-uncl,1988,-72,26,738.76
Found,0-9kg,A-882076,H6,1988,-72,26,269.73
Found,0-9kg,A-882075,Stone-uncl,1988,-72,26,5.69
Found,0-9kg,A-882074,LL4,1988,-72,26,251.96
Found,0-9kg,A-882073,H3,1988,-72,26,296.44
Found,0-9kg,A-882072,Stone-uncl,1988,-72,26,797.15
Found,0-9kg,A-882071,H5,1988,-72,26,16.83
Found,0-9kg,A-882070,L4,1988,-72,26,65.48
Found,0-9kg,A-882069,H4,1988,-72,26,264.61
Found,0-9kg,A-882068,L4,1988,-72,26,303.14
Found,0-9kg,A-882067,EL3,1988,-72,26,15.62
Found,0-9kg,A-882066,LL6,1988,-72,26,104.54
Found,0-9kg,A-882065,H6,1988,-72,26,100.85
Found,0-9kg,A-882064,Stone-uncl,1988,-72,26,93.81
Found,0-9kg,A-882063,H4,1988,-72,26,1171.38
Found,0-9kg,A-882062,H4,1988,-72,26,1728.59
Found,0-9kg,A-882061,LL6,1988,-72,26,528.4
Found,0-9kg,A-882060,H4,1988,-72,26,554.12
Found,0-9kg,A-882059,EH3,1988,-72,26,33.52
Found,0-9kg,A-882058,H4,1988,-72,26,2902
Found,0-9kg,A-882057,H4,1988,-72,26,274.92
Found,0-9kg,A-882056,L6,1988,-72,26,40.19
Found,0-9kg,A-882055,L4,1988,-72,26,213.51
Found,0-9kg,A-882054,H4,1988,-72,26,869.7
Found,0-9kg,A-882053,H3,1988,-72,26,63.59
Found,0-9kg,A-882052,L6,1988,-72,26,136.94
Found,0-9kg,A-882051,L6,1988,-72,26,83.16
Found,0-9kg,A-882050,Stone-uncl,1988,-72,26,2.71
Found,0-9kg,A-882049,H6,1988,-72,26,250.83
Found,0-9kg,A-882048,L6,1988,-72,26,492.3
Found,0-9kg,A-882047,H5,1988,-72,26,15.82
Found,0-9kg,A-882046,H5,1988,-72,26,90.7
Found,0-9kg,A-882045,H4,1988,-72,26,58.14
Found,0-9kg,A-882044,Stone-uncl,1988,-72,26,1.65
Found,0-9kg,A-882043,H5,1988,-72,26,27.7
Found,0-9kg,A-882042,H4,1988,-72,26,2504
Found,0-9kg,A-882041,L6,1988,-72,26,149.88
Found,0-9kg,A-882040,L6,1988,-72,26,212.85
Found,0-9kg,A-882039,EL6,1988,-72,26,383.92
Found,0-9kg,A-882038,L3,1988,-72,26,303.89
Found,0-9kg,A-882037,L6,1988,-72,26,142.28
Found,0-9kg,A-882036,L6,1988,-72,26,123.35
Found,0-9kg,A-882035,L6,1988,-72,26,280.55
Found,0-9kg,A-882034,L6,1988,-72,26,72.83
Found,0-9kg,A-882033,L6,1988,-72,26,51.63
Found,0-9kg,A-882032,Stone-uncl,1988,-72,26,1.26
Found,0-9kg,A-882031,L6,1988,-72,26,328.29
Found,0-9kg,A-882030,H5,1988,-72,26,335.19
Found,0-9kg,A-882029,L6,1988,-72,26,273.4
Found,0-9kg,A-882028,H5,1988,-72,26,10.17
Found,0-9kg,A-882027,Stone-uncl,1988,-72,26,27.73
Found,0-9kg,A-882026,L6,1988,-72,26,1446.84
Found,0-9kg,A-882025,Stone-uncl,1988,-72,26,31
Found,0-9kg,A-882024,H5,1988,-72,26,107.44
Found,0-9kg,A-882023,Mesosiderite,1988,-72,26,1115.45
Found,0-9kg,A-882022,L6,1988,-72,26,256.61
Found,0-9kg,A-882021,L6,1988,-72,26,3547
Found,0-9kg,A-882020,L6,1988,-72,26,41.85
Found,0-9kg,A-882019,L,1988,-72,26,230.6
Found,0-9kg,A-882018,L,1988,-72,26,60.66
Found,0-9kg,A-882017,H5,1988,-72,26,567.67
Found,0-9kg,A-882016,H4,1988,-72,26,47.24
Found,0-9kg,A-882015,H4,1988,-72,26,32.11
Found,0-9kg,A-882014,L,1988,-72,26,45.21
Found,0-9kg,A-882013,LL4,1988,-72,26,24.63
Found,0-9kg,A-882012,L6,1988,-72,26,18.92
Found,0-9kg,A-882011,H4,1988,-72,26,10.11
Found,0-9kg,A-882010,L4,1988,-72,26,83.06
Found,0-9kg,A-882009,H5,1988,-72,26,89.96
Found,0-9kg,A-882008,L6,1988,-72,26,833.23
Found,0-9kg,A-882007,L4,1988,-72,26,305.97
Found,0-9kg,A-882006,H4,1988,-72,26,43.36
Found,0-9kg,A-882005,H3,1988,-72,26,1131.49
Found,0-9kg,A-882004,H3.7,1988,-72,26,375.5
Found,0-9kg,A-882003,L6,1988,-72,26,639.33
Found,0-9kg,A-882002,H4,1988,-72,26,851.63
Found,0-9kg,A-882001,L6,1988,-72,26,305.31
Found,0-9kg,A-882000,Stone-uncl,1988,-72,26,2.01
Found,0-9kg,A-881999,H4,1988,-72,26,201.75
Found,0-9kg,A-881998,H4,1988,-72,26,33.47
Found,0-9kg,A-881997,LL3,1988,-72,26,152.48
Found,0-9kg,A-881996,L6,1988,-72,26,36.46
Found,0-9kg,A-881995,L6,1988,-72,26,92.7
Found,0-9kg,A-881994,LL6,1988,-72,26,14.87
Found,0-9kg,A-881993,L6,1988,-72,26,144.89
Found,0-9kg,A-881992,Stone-uncl,1988,-72,26,5.03
Found,0-9kg,A-881991,L6,1988,-72,26,1071.19
Found,0-9kg,A-881990,H4,1988,-72,26,123.43
Found,0-9kg,A-881989,Ureilite,1988,-72,26,38.62
Found,0-9kg,A-881988,R4,1988,-72,26,171.9
Found,0-9kg,A-881987,H5,1988,-72,26,89.02
Found,0-9kg,A-881985,H5,1988,-72,26,16.54
Found,0-9kg,A-881984,L6,1988,-72,26,35.73
Found,0-9kg,A-881983,H6,1988,-72,26,7.95
Found,0-9kg,A-881982,H4,1988,-72,26,120.3
Found,0-9kg,A-881981,LL3,1988,-72,26,810.36
Found,0-9kg,A-881980,H4,1988,-72,26,400.9
Found,0-9kg,A-881979,L6,1988,-72,26,731.29
Found,0-9kg,A-881978,L6,1988,-72,26,1650.55
Found,0-9kg,A-881977,Stone-uncl,1988,-72,26,4343
Found,0-9kg,A-881976,H4,1988,-72,26,3327
Found,0-9kg,A-881975,L5,1988,-72,26,38.72
Found,0-9kg,A-881974,L6,1988,-72,26,957.42
Found,0-9kg,A-881973,H4,1988,-72,26,18.86
Found,0-9kg,A-881972,L3,1988,-72,26,393.47
Found,0-9kg,A-881971,L6,1988,-72,26,33.91
Found,0-9kg,A-881970,H4,1988,-72,26,307
Found,0-9kg,A-881969,Stone-uncl,1988,-72,26,1.52
Found,0-9kg,A-881968,H5,1988,-72,26,26.04
Found,0-9kg,A-881967,L3,1988,-72,26,263.57
Found,0-9kg,A-881966,H4,1988,-72,26,62.25
Found,0-9kg,A-881965,H4,1988,-72,26,10.1
Found,0-9kg,A-881964,Stone-uncl,1988,-72,26,4.95
Found,0-9kg,A-881963,L5,1988,-72,26,26.33
Found,0-9kg,A-881962,H6,1988,-72,26,58.77
Found,0-9kg,A-881961,H4,1988,-72,26,24.95
Found,0-9kg,A-881960,L3,1988,-72,26,89.3
Found,0-9kg,A-881959,H6,1988,-72,26,30.24
Found,0-9kg,A-881958,H5,1988,-72,26,154.06
Found,0-9kg,A-881957,H4,1988,-72,26,49.03
Found,0-9kg,A-881956,H4,1988,-72,26,26.54
Found,0-9kg,A-881955,CM2,1988,-72,26,40
Found,0-9kg,A-881954,L6,1988,-72,26,28.54
Found,0-9kg,A-881953,H4,1988,-72,26,11.62
Found,0-9kg,A-881952,Stone-uncl,1988,-72,26,7.04
Found,0-9kg,A-881951,CK4,1988,-72,26,23.88
Found,0-9kg,A-881950,L5,1988,-72,26,141.25
Found,0-9kg,A-881949,H5,1988,-72,26,528.12
Found,0-9kg,A-881948,Stone-uncl,1988,-72,26,1.93
Found,0-9kg,A-881947,Stone-uncl,1988,-72,26,37.25
Found,0-9kg,A-881946,Doubtful meteorite,1988,-72.83333,24.5,29.66
Found,0-9kg,A-881945,H5,1988,-72,26,64.29
Found,0-9kg,A-881944,Diogenite,1988,-72,26,79.66
Found,0-9kg,A-881943,H3,1988,-72,26,66.13
Found,0-9kg,A-881942,Stone-uncl,1988,-72,26,423.67
Found,0-9kg,A-881941,H3,1988,-72,26,92.31
Found,0-9kg,A-881940,H4,1988,-72,26,264.58
Found,0-9kg,A-881939,H5,1988,-72,26,32.4
Found,0-9kg,A-881938,H4,1988,-72,26,71.8
Found,0-9kg,A-881937,L6,1988,-72,26,104.65
Found,0-9kg,A-881936,H5,1988,-72,26,486.93
Found,0-9kg,A-881935,L6,1988,-72,26,69.96
Found,0-9kg,A-881934,H5,1988,-72,26,92.26
Found,0-9kg,A-881933,H6,1988,-72,26,41.69
Found,0-9kg,A-881932,L6,1988,-72,26,58.24
Found,0-9kg,A-881931,Ureilite,1988,-72,26,153.62
Found,0-9kg,A-881930,EL6,1988,-72,26,19.22
Found,0-9kg,A-881929,H5,1988,-72,26,190.85
Found,0-9kg,A-881928,H5,1988,-72,26,59.8
Found,0-9kg,A-881927,H6,1988,-72,26,11.84
Found,0-9kg,A-881926,H4,1988,-72,26,84.03
Found,0-9kg,A-881925,Stone-uncl,1988,-72,26,3273
Found,0-9kg,A-881924,L6,1988,-72,26,170.4
Found,0-9kg,A-881923,LL3,1988,-72,26,100.05
Found,0-9kg,A-881922,H6,1988,-72,26,42.11
Found,0-9kg,A-881921,H4,1988,-72,26,55.38
Found,0-9kg,A-881920,L5,1988,-72,26,31.37
Found,0-9kg,A-881919,L3,1988,-72,26,832.92
Found,0-9kg,A-881918,LL3,1988,-72,26,306.84
Found,0-9kg,A-881917,Stone-uncl,1988,-72,26,149.57
Found,0-9kg,A-881916,H4,1988,-72,26,69.16
Found,0-9kg,A-881915,L3,1988,-72,26,111.18
Found,0-9kg,A-881914,H4,1988,-72,26,62.5
Found,0-9kg,A-881913,LL3,1988,-72,26,1625
Found,0-9kg,A-881912,Stone-uncl,1988,-72,26,8.5
Found,0-9kg,A-881911,LL3,1988,-72,26,332.82
Found,0-9kg,A-881910,Stone-uncl,1988,-72,26,358.2
Found,0-9kg,A-881909,LL4,1988,-72,26,601.44
Found,0-9kg,A-881908,H5,1988,-72,26,144.37
Found,0-9kg,A-881907,H4,1988,-72,26,67.65
Found,0-9kg,A-881906,LL4,1988,-72,26,202.53
Found,0-9kg,A-881905,L6,1988,-72,26,23.77
Found,0-9kg,A-881904,L6,1988,-72,26,84.79
Found,0-9kg,A-881903,L6,1988,-72,26,274.2
Found,0-9kg,A-881902,Acapulcoite,1988,-72,26,907.87
Found,0-9kg,A-881901,L6,1988,-72,26,103.46
Found,0-9kg,A-881900,LL6,1988,-72,26,957.99
Found,0-9kg,A-881899,LL3,1988,-72,26,6567
Found,0-9kg,A-881898,Stone-uncl,1988,-72,26,55.83
Found,0-9kg,A-881897,L6,1988,-72,26,241.66
Found,0-9kg,A-881896,L6,1988,-72,26,558.594
Found,0-9kg,A-881895,L6,1988,-72,26,10.23
Found,0-9kg,A-881894,Stone-uncl,1988,-72,26,8419
Found,0-9kg,A-881893,H6,1988,-72,26,87.58
Found,0-9kg,A-881892,H5,1988,-72,26,25.74
Found,0-9kg,A-881891,H5,1988,-72,26,174.58
Found,0-9kg,A-881890,Stone-uncl,1988,-72,26,178.46
Found,0-9kg,A-881889,H6,1988,-72,26,897.06
Found,0-9kg,A-881888,H4,1988,-72,26,365.95
Found,0-9kg,A-881887,LL6,1988,-72,26,2095
Found,0-9kg,A-881886,LL3,1988,-72,26,137.08
Found,0-9kg,A-881885,L6,1988,-72,26,40.81
Found,0-9kg,A-881884,H5,1988,-72,26,148.58
Found,0-9kg,A-881883,H4,1988,-72,26,51.3
Found,0-9kg,A-881882,H4,1988,-72,26,32.59
Found,0-9kg,A-881881,H4,1988,-72,26,19.27
Found,0-9kg,A-881880,H4,1988,-72,26,72.03
Found,0-9kg,A-881879,Stone-uncl,1988,-72,26,7.86
Found,0-9kg,A-881878,Stone-uncl,1988,-72,26,10.53
Found,0-9kg,A-881877,L4,1988,-72,26,2569
Found,0-9kg,A-881876,LL3,1988,-72,26,212.66
Found,0-9kg,A-881875,H3,1988,-72,26,32.48
Found,0-9kg,A-881874,LL3,1988,-72,26,87.49
Found,0-9kg,A-881873,LL3,1988,-72,26,83.28
Found,0-9kg,A-881872,LL3,1988,-72,26,81.9
Found,0-9kg,A-881871,H4,1988,-72,26,113.37
Found,0-9kg,A-881870,LL4,1988,-72,26,116.48
Found,0-9kg,A-881869,LL6,1988,-72,26,216.37
Found,0-9kg,A-881868,H5,1988,-72,26,177.22
Found,0-9kg,A-881867,L6,1988,-72,26,44.28
Found,0-9kg,A-881866,LL3,1988,-72,26,82.33
Found,0-9kg,A-881865,LL4,1988,-72,26,19.62
Found,0-9kg,A-881864,L6,1988,-72,26,27.58
Found,0-9kg,A-881863,H4,1988,-72,26,86.7
Found,0-9kg,A-881862,L6,1988,-72,26,178.87
Found,0-9kg,A-881861,L6,1988,-72,26,317.16
Found,0-9kg,A-881860,LL4,1988,-72,26,248.62
Found,0-9kg,A-881859,H5,1988,-72,26,64.04
Found,0-9kg,A-881858,H6,1988,-72,26,20.56
Found,0-9kg,A-881857,LL5,1988,-72,26,1182.89
Found,0-9kg,A-881856,L4,1988,-72,26,571.61
Found,0-9kg,A-881855,H4,1988,-72,26,1343.04
Found,0-9kg,A-881854,L6,1988,-72,26,171.3
Found,0-9kg,A-881853,H5,1988,-72,26,118.87
Found,0-9kg,A-881852,H4,1988,-72,26,14.75
Found,0-9kg,A-881851,L4,1988,-72,26,35.12
Found,0-9kg,A-881850,L6,1988,-72,26,1024.01
Found,0-9kg,A-881849,LL6,1988,-72,26,52.54
Found,0-9kg,A-881848,Stone-uncl,1988,-72,26,6.73
Found,0-9kg,A-881847,H4,1988,-72,26,1279.71
Found,0-9kg,A-881846,H5,1988,-72,26,13.23
Found,0-9kg,A-881845,LL4,1988,-72,26,40.76
Found,0-9kg,A-881844,H5,1988,-72,26,130.71
Found,0-9kg,A-881843,L4,1988,-72,26,51.53
Found,0-9kg,A-881841,LL3,1988,-72,26,58.87
Found,0-9kg,A-881840,Stone-uncl,1988,-72,26,2.36
Found,0-9kg,A-881839,Diogenite,1988,-72,26,39.62
Found,0-9kg,A-881838,Diogenite,1988,-72,26,80.36
Found,0-9kg,A-881837,LL3,1988,-72,26,55.57
Found,0-9kg,A-881836,LL4,1988,-72,26,218.3
Found,0-9kg,A-881835,H5,1988,-72,26,210.06
Found,0-9kg,A-881834,L6,1988,-72,26,76.86
Found,0-9kg,A-881833,L6,1988,-72,26,264.83
Found,0-9kg,A-881832,LL6,1988,-72,26,3078
Found,0-9kg,A-881831,H6,1988,-72,26,224.08
Found,0-9kg,A-881830,H6,1988,-72,26,97.08
Found,0-9kg,A-881829,H5,1988,-72,26,520.52
Found,0-9kg,A-881828,E6,1988,-72,26,32.84
Found,0-9kg,A-881827,Stone-uncl,1988,-72,26,4.55
Found,0-9kg,A-881826,Stone-uncl,1988,-72,26,5.3
Found,0-9kg,A-881825,Stone-uncl,1988,-72,26,2.62
Found,0-9kg,A-881824,Stone-uncl,1988,-72,26,4.95
Found,0-9kg,A-881823,Stone-uncl,1988,-72,26,5.12
Found,0-9kg,A-881822,Stone-uncl,1988,-72,26,8.54
Found,0-9kg,A-881821,Eucrite-pmict,1988,-72,26,456.69
Found,0-9kg,A-881820,Eucrite-pmict,1988,-72,26,761.68
Found,0-9kg,A-881819,Eucrite,1988,-72,26,649.23
Found,0-9kg,A-881818,Stone-uncl,1988,-72,26,39.24
Found,0-9kg,A-881817,H5,1988,-72,26,156.56
Found,0-9kg,A-881816,H4,1988,-72,26,108.62
Found,0-9kg,A-881815,H4,1988,-72,26,58.86
Found,0-9kg,A-881814,LL4,1988,-72,26,1688.57
Found,0-9kg,A-881813,L6,1988,-72,26,296.96
Found,0-9kg,A-881812,H4,1988,-72,26,156.77
Found,0-9kg,A-881811,LL3,1988,-72,26,36.11
Found,0-9kg,A-881810,H3,1988,-72,26,641
Found,0-9kg,A-881809,LL3,1988,-72,26,182.13
Found,0-9kg,A-881808,LL3,1988,-72,26,154.76
Found,0-9kg,A-881807,H6,1988,-72,26,336.48
Found,0-9kg,A-881806,L6,1988,-72,26,794.29
Found,0-9kg,A-881805,L6,1988,-72,26,27.64
Found,0-9kg,A-881804,L6,1988,-72,26,23.74
Found,0-9kg,A-881803,H6,1988,-72,26,32.022
Found,0-9kg,A-881802,H6,1988,-72,26,45.29
Found,0-9kg,A-881801,LL4,1988,-72,26,31.21
Found,0-9kg,A-881800,LL6,1988,-72,26,138.69
Found,0-9kg,A-881799,Stone-uncl,1988,-72,26,28.98
Found,0-9kg,A-881798,H4,1988,-72,26,373.68
Found,0-9kg,A-881797,H4,1988,-72,26,360.97
Found,0-9kg,A-881796,H4,1988,-72,26,820.52
Found,0-9kg,A-881795,H4,1988,-72,26,768.89
Found,0-9kg,A-881794,H4,1988,-72,26,410.04
Found,0-9kg,A-881793,H4,1988,-72,26,76.37
Found,0-9kg,A-881792,H4,1988,-72,26,32.57
Found,0-9kg,A-881791,H4,1988,-72,26,448.78
Found,0-9kg,A-881790,L6,1988,-72,26,964.65
Found,0-9kg,A-881789,H4,1988,-72,26,272.39
Found,0-9kg,A-881788,Stone-uncl,1988,-72,26,6.58
Found,0-9kg,A-881787,H4,1988,-72,26,880.57
Found,0-9kg,A-881786,H6,1988,-72,26,52.66
Found,0-9kg,A-881785,H4,1988,-72,26,8121
Found,0-9kg,A-881784,H4,1988,-72,26,445.32
Found,0-9kg,A-881783,H4,1988,-72,26,20.69
Found,0-9kg,A-881782,H5,1988,-72,26,496.56
Found,0-9kg,A-881781,Stone-uncl,1988,-72,26,6.04
Found,0-9kg,A-881780,H4,1988,-72,26,100.53
Found,0-9kg,A-881779,Stone-uncl,1988,-72,26,6.57
Found,0-9kg,A-881778,H4,1988,-72,26,59.03
Found,0-9kg,A-881777,L6,1988,-72,26,55.24
Found,0-9kg,A-881776,H6,1988,-72,26,44.43
Found,0-9kg,A-881775,H4,1988,-72,26,474.75
Found,0-9kg,A-881774,H4,1988,-72,26,207.67
Found,0-9kg,A-881773,H4,1988,-72,26,450.61
Found,0-9kg,A-881772,H5,1988,-72,26,12.22
Found,0-9kg,A-881771,L6,1988,-72,26,51.95
Found,0-9kg,A-881770,L3,1988,-72,26,310
Found,0-9kg,A-881769,L4,1988,-72,26,1079.28
Found,0-9kg,A-881768,H4,1988,-72,26,524.99
Found,0-9kg,A-881767,H5,1988,-72,26,608.73
Found,0-9kg,A-881766,H4,1988,-72,26,17.96
Found,0-9kg,A-881765,H5,1988,-72,26,53.49
Found,0-9kg,A-881764,L6,1988,-72,26,30.99
Found,0-9kg,A-881763,L6,1988,-72,26,11.51
Found,0-9kg,A-881762,Stone-uncl,1988,-72,26,9.71
Found,0-9kg,A-881761,H6,1988,-72,26,32.7
Found,0-9kg,A-881760,H5,1988,-72,26,81.93
Found,0-9kg,A-881759,LL3,1988,-72,26,14.25
Found,0-9kg,A-881758,H4,1988,-72,26,42.47
Found,0-9kg,A-881757,Lunar (gabbro),1988,-72.83333,24.5,442.12
Found,0-9kg,A-881755,L6,1988,-72,26,16.94
Found,0-9kg,A-881754,L3,1988,-72,26,46.75
Found,0-9kg,A-881753,H4,1988,-72,26,180.08
Found,0-9kg,A-881752,H5,1988,-72,26,10.57
Found,0-9kg,A-881751,L6,1988,-72,26,11.94
Found,0-9kg,A-881750,H6,1988,-72,26,15.2
Found,0-9kg,A-881749,L3,1988,-72,26,25.24
Found,0-9kg,A-881748,L4,1988,-72,26,13.57
Found,0-9kg,A-881747,Eucrite-mmict,1988,-72,26,166.55
Found,0-9kg,A-881746,H6,1988,-72,26,115.54
Found,0-9kg,A-881745,H5,1988,-72,26,72.47
Found,0-9kg,A-881744,H6,1988,-72,26,28.48
Found,0-9kg,A-881743,LL3,1988,-72,26,37.06
Found,0-9kg,A-881742,LL3,1988,-72,26,916.75
Found,0-9kg,A-881741,Stone-uncl,1988,-72,26,7.98
Found,0-9kg,A-881740,LL6,1988,-72,26,124.95
Found,0-9kg,A-881739,H6,1988,-72,26,23.09
Found,0-9kg,A-881738,L6,1988,-72,26,530.84
Found,0-9kg,A-881737,L3,1988,-72,26,13.57
Found,0-9kg,A-881736,Stone-uncl,1988,-72,26,1.37
Found,0-9kg,A-881735,L6,1988,-72,26,32.06
Found,0-9kg,A-881734,L6,1988,-72,26,21.89
Found,0-9kg,A-881733,H6,1988,-72,26,44.9
Found,0-9kg,A-881732,Stone-uncl,1988,-72,26,6.47
Found,0-9kg,A-881731,H6,1988,-72,26,127.18
Found,0-9kg,A-881730,L6,1988,-72,26,69.93
Found,0-9kg,A-881729,H4,1988,-72,26,24.35
Found,0-9kg,A-881728,LL6,1988,-72,26,50.08
Found,0-9kg,A-881727,H3,1988,-72,26,26.96
Found,0-9kg,A-881726,H3,1988,-72,26,105.25
Found,0-9kg,A-881725,CK6,1988,-72,26,33.27
Found,0-9kg,A-881724,H6,1988,-72,26,29.42
Found,0-9kg,A-881723,H5,1988,-72,26,24.62
Found,0-9kg,A-881722,Stone-uncl,1988,-72,26,7.71
Found,0-9kg,A-881721,Stone-uncl,1988,-72,26,5.11
Found,0-9kg,A-881720,L4,1988,-72,26,947.84
Found,0-9kg,A-881719,L5,1988,-72,26,267.94
Found,0-9kg,A-881718,H6,1988,-72,26,13.46
Found,0-9kg,A-881717,H5,1988,-72,26,19.79
Found,0-9kg,A-881716,Stone-uncl,1988,-72,26,1.38
Found,0-9kg,A-881715,Stone-uncl,1988,-72,26,2.17
Found,0-9kg,A-881714,H4,1988,-72,26,45.54
Found,0-9kg,A-881713,L5,1988,-72,26,122.39
Found,0-9kg,A-881712,H4,1988,-72,26,32.97
Found,0-9kg,A-881711,H6,1988,-72,26,20.07
Found,0-9kg,A-881710,L6,1988,-72,26,201.05
Found,0-9kg,A-881709,L3,1988,-72,26,230.06
Found,0-9kg,A-881708,Stone-uncl,1988,-72,26,1.86
Found,0-9kg,A-881707,H4,1988,-72,26,13.07
Found,0-9kg,A-881706,H4,1988,-72,26,59.83
Found,0-9kg,A-881705,H4,1988,-72,26,11.63
Found,0-9kg,A-881704,Stone-uncl,1988,-72,26,6.79
Found,0-9kg,A-881703,Stone-uncl,1988,-72,26,8.28
Found,0-9kg,A-881702,H5,1988,-72,26,19.03
Found,0-9kg,A-881701,Stone-uncl,1988,-72,26,4.96
Found,0-9kg,A-881700,Stone-uncl,1988,-72,26,6.6
Found,0-9kg,A-881699,L6,1988,-72,26,56.61
Found,0-9kg,A-881698,L5,1988,-72,26,113.84
Found,0-9kg,A-881697,H4,1988,-72,26,99.82
Found,0-9kg,A-881696,L3,1988,-72,26,50.86
Found,0-9kg,A-881695,L3,1988,-72,26,102.13
Found,0-9kg,A-881694,H6,1988,-72,26,76.47
Found,0-9kg,A-881693,Stone-uncl,1988,-72,26,9.11
Found,0-9kg,A-881692,L6,1988,-72,26,31.08
Found,0-9kg,A-881691,CH3,1988,-72,26,9.12
Found,0-9kg,A-881690,Stone-uncl,1988,-72,26,3.42
Found,0-9kg,A-881689,Stone-uncl,1988,-72,26,29.96
Found,0-9kg,A-881688,H6,1988,-72,26,31.56
Found,0-9kg,A-881687,LL6,1988,-72,26,37.12
Found,0-9kg,A-881686,LL3,1988,-72,26,274.09
Found,0-9kg,A-881685,H4,1988,-72,26,33.04
Found,0-9kg,A-881684,Stone-uncl,1988,-72,26,0.7
Found,0-9kg,A-881683,L3,1988,-72,26,79.92
Found,0-9kg,A-881682,Stone-uncl,1988,-72,26,3.88
Found,0-9kg,A-881681,Stone-uncl,1988,-72,26,4.93
Found,0-9kg,A-881680,H6,1988,-72,26,10.61
Found,0-9kg,A-881679,Stone-uncl,1988,-72,26,3.21
Found,0-9kg,A-881678,Stone-uncl,1988,-72,26,4.23
Found,0-9kg,A-881677,L4,1988,-72,26,14.45
Found,0-9kg,A-881676,Stone-uncl,1988,-72,26,9.63
Found,0-9kg,A-881675,Stone-uncl,1988,-72,26,7.02
Found,0-9kg,A-881674,Stone-uncl,1988,-72,26,0.65
Found,0-9kg,A-881673,H6,1988,-72,26,15.64
Found,0-9kg,A-881672,Stone-uncl,1988,-72,26,5.37
Found,0-9kg,A-881671,H4,1988,-72,26,20.73
Found,0-9kg,A-881670,H4,1988,-72,26,13.3
Found,0-9kg,A-881669,H4,1988,-72,26,12.4
Found,0-9kg,A-881668,L6,1988,-72,26,188.02
Found,0-9kg,A-881667,H5,1988,-72,26,40.09
Found,0-9kg,A-881666,L6,1988,-72,26,23.85
Found,0-9kg,A-881665,LL4,1988,-72,26,20.89
Found,0-9kg,A-881664,H6,1988,-72,26,49.81
Found,0-9kg,A-881663,H4,1988,-72,26,47.74
Found,0-9kg,A-881662,H5,1988,-72,26,39.73
Found,0-9kg,A-881661,H6,1988,-72,26,13.32
Found,0-9kg,A-881660,H5,1988,-72,26,10.45
Found,0-9kg,A-881659,Stone-uncl,1988,-72,26,9.4
Found,0-9kg,A-881658,Stone-uncl,1988,-72,26,7.01
Found,0-9kg,A-881657,H6,1988,-72,26,31.16
Found,0-9kg,A-881656,Stone-uncl,1988,-72,26,2.81
Found,0-9kg,A-881655,CM2,1988,-72,26,36.64
Found,0-9kg,A-881654,H5,1988,-72,26,547.38
Found,0-9kg,A-881653,L3,1988,-72,26,33.11
Found,0-9kg,A-881652,L6,1988,-72,26,894.8
Found,0-9kg,A-881651,H3,1988,-72,26,170.48
Found,0-9kg,A-881650,Stone-uncl,1988,-72,26,1.24
Found,0-9kg,A-881649,LL3,1988,-72,26,22.36
Found,0-9kg,A-881648,LL6,1988,-72,26,23.55
Found,0-9kg,A-881647,LL3,1988,-72,26,14.33
Found,0-9kg,A-881646,H4,1988,-72,26,44.12
Found,0-9kg,A-881645,LL3,1988,-72,26,166.52
Found,0-9kg,A-881644,H4,1988,-72,26,252.59
Found,0-9kg,A-881643,L3,1988,-72,26,519.1
Found,0-9kg,A-881642,H5,1988,-72,26,664.58
Found,0-9kg,A-881641,Stone-uncl,1988,-72,26,2931
Found,0-9kg,A-881640,L3,1988,-72,26,11.59
Found,0-9kg,A-881639,H6,1988,-72,26,21.98
Found,0-9kg,A-881638,L6,1988,-72,26,125.88
Found,0-9kg,A-881637,L3,1988,-72,26,195.62
